Facility Name,geometry,SA2_CODE21,SA2_NAME21
Brentwood Reserve,POINT (339185.3481598657 5803423.350023198),212051321,Glen Waverley - East
Capital Reserve,POINT (340004.70706608356 5806790.545911953),212051321,Glen Waverley - East
Central Reserve North,POINT (338391.6817312183 5804861.160332797),212051322,Glen Waverley - West
Columbia Park,POINT (340507.1258957911 5802110.996074632),212051327,Wheelers Hill
Essex Heights Reserve,POINT (334077.8255145714 5807599.8878072705),212051323,Mount Waverley - North
Jordan Reserve,POINT (333622.3017634448 5806141.42784255),212051319,Ashwood - Chadstone
Marshall Reserve,POINT (336394.2719225442 5802310.422884052),212051567,Clayton (North) - Notting Hill
Mayfield Park,POINT (334310.0744641274 5805029.149908317),212051324,Mount Waverley - South
Meade Reserve,POINT (334426.5433265588 5801089.522636424),212051568,Clayton - Central
Mt Waverley Reserve,POINT (335996.5722961811 5806673.4524147045),212051323,Mount Waverley - North
Mulgrave Reserve,POINT (341968.6816803698 5801352.399450263),212051327,Wheelers Hill
Pinewood Reserve,POINT (336327.59347828175 5804914.804039994),212051324,Mount Waverley - South
Princess Hwy Reserve,POINT (334446.6854745095 5802608.221932261),212051326,Oakleigh - Huntingdale
Scammell Reserve,POINT (332344.7531336199 5802290.290123677),212051326,Oakleigh - Huntingdale
Tally Ho Reserve,POINT (336862.99243340536 5807836.879812788),212051323,Mount Waverley - North
Waverley Park,POINT (340803.46956286574 5800881.482643877),212051325,Mulgrave
Wellington Reserve,POINT (338513.7905432729 5800661.04225758),212051325,Mulgrave
Oakleigh Recreation Centre,POINT (332684.88166073733 5804314.656494001),212051326,Oakleigh - Huntingdale
Gladeswood Reserve,POINT (341770.15836162545 5800176.56955955),212051325,Mulgrave
Monash University Baseball Club,POINT (336425.1970577934 5802105.007351614),212051567,Clayton (North) - Notting Hill
Napier Park,POINT (340784.96785958344 5806036.677449908),212051321,Glen Waverley - East
Scotchmans Run Reserve,POINT (333183.95766039984 5804279.754746561),212051326,Oakleigh - Huntingdale
Brandon Park Community Centre,POINT (338624.18795844156 5803453.838248013),212051321,Glen Waverley - East
Syndal Baptist Church,POINT (336120.7782817122 5806724.111625765),212051323,Mount Waverley - North
Waverley Basketball Club (Glendall Primary School),POINT (337942.73138628236 5807347.52358145),212051322,Glen Waverley - West
Waverley Basketball Stadium,POINT (332883.4318362688 5806210.557067843),212051319,Ashwood - Chadstone
Stan Riley Reserve,POINT (331814.49374497903 5800987.903338767),212051326,Oakleigh - Huntingdale
Carlson Reserve,POINT (335159.6522292311 5803110.149780821),212051567,Clayton (North) - Notting Hill
Talbot Park,POINT (333325.6028197757 5800668.551065779),212051326,Oakleigh - Huntingdale
Oakleigh Youth Club,POINT (333697.02040976484 5806987.397975095),212051319,Ashwood - Chadstone
Electra Reserve,POINT (333697.02040976484 5806987.397975095),212051319,Ashwood - Chadstone
Ashwood College,POINT (333402.3581227254 5807361.965051351),212051319,Ashwood - Chadstone
Brandon Park Reserve,POINT (338624.18795844156 5803453.838248013),212051321,Glen Waverley - East
Caloola Reserve,POINT (332282.9700487886 5804639.7025156785),212051326,Oakleigh - Huntingdale
Duerdin Street Reserve (School Site),POINT (337198.42096069065 5802582.980048824),212051567,Clayton (North) - Notting Hill
Freeway Reserve,POINT (338875.950651016 5801721.526321475),212051325,Mulgrave
Fregon Reserve,POINT (335318.3004214931 5801693.633552357),212051568,Clayton - Central
Glen Waverley North Reserve,POINT (338160.760840285 5807050.441794456),212051322,Glen Waverley - West
Jingella Reserve,POINT (332632.740676165 5806814.453658135),212051319,Ashwood - Chadstone
Larpent Reserve,POINT (339079.60098182864 5806930.862487958),212051321,Glen Waverley - East
Lum Reserve,POINT (339686.6257796016 5802429.446704448),212051327,Wheelers Hill
Percy Treyvuad Memorial Park,POINT (331231.1352680906 5805468.14412183),208041195,Malvern East
Southern Reserve,POINT (339825.1867284651 5799931.503647711),212051325,Mulgrave
Melbourne Sports Stadium,POINT (336809.1246308887 5802544.487398781),212051567,Clayton (North) - Notting Hill
Oakleigh Indoor Sports,POINT (332970.4468748709 5802635.103822132),212051326,Oakleigh - Huntingdale
Drummies Bridge Reserve,POINT (340831.16534323676 5806430.976604629),212051321,Glen Waverley - East
Back2Base Health & Fitness,POINT (336199.07900021516 5807205.453350451),212051323,Mount Waverley - North
Body Toning 4 U,POINT (335442.4951866497 5806031.273039363),212051324,Mount Waverley - South
Challenge Fitness Centre,POINT (332280.0269856226 5803368.779344531),212051326,Oakleigh - Huntingdale
Clayton Aquatics and Health Club,POINT (334604.15866226226 5800598.336472657),212051568,Clayton - Central
Curves Mt Waverley,POINT (335443.998303844 5806044.069238063),212051324,Mount Waverley - South
Fernwood Clayton,POINT (336252.6906913751 5801236.021741918),212051568,Clayton - Central
Fitness Central,POINT (337045.8510522349 5806720.998697106),212051323,Mount Waverley - North
Fitness First,POINT (337120.84021759033 5806254.700487332),212051322,Glen Waverley - West
Fitness First - Malvern Valley,POINT (331421.6646351663 5806091.398528591),208041195,Malvern East
Monash Aquatic & Recreation Centre,POINT (337809.7324834263 5804905.508382851),212051322,Glen Waverley - West
Monash Uni Doug Ellis Swimming Pool,POINT (336394.2719225442 5802310.422884052),212051567,Clayton (North) - Notting Hill
Next Level Fitness HQ,POINT (336058.19101892714 5800303.868541887),212051568,Clayton - Central
Zap Fitness Clayton,POINT (334632.06014972087 5802509.502222119),212051326,Oakleigh - Huntingdale
Huntingdale Golf Club,POINT (332706.98573821236 5801555.69027173),212051326,Oakleigh - Huntingdale
Metropolitan Golf Club,POINT (332299.2426759473 5801746.509444571),212051326,Oakleigh - Huntingdale
Oakleigh Golf Course,POINT (332800.5785491997 5804577.227095145),212051326,Oakleigh - Huntingdale
Pitch n Putt Golf,POINT (341968.6816803698 5801352.399450263),212051327,Wheelers Hill
Riversdale Golf Club,POINT (334168.8079813466 5806742.732382849),212051323,Mount Waverley - North
Waveley Golf Course,POINT (341238.06637770694 5804915.204045961),212051321,Glen Waverley - East
Ashwood Reserve,POINT (332961.0936739475 5807146.072426608),212051319,Ashwood - Chadstone
Huntingtower School ,POINT (336295.1053640073 5806322.410547151),212051324,Mount Waverley - South
Monash University - Clayton,POINT (336294.85364048416 5802651.233570172),212051567,Clayton (North) - Notting Hill
Ice Hockey Victoria,POINT (332481.5146441368 5800737.918619729),212041309,Clarinda - Oakleigh South
Glen Waverley Bowls Club,POINT (338283.68883174227 5804881.454945511),212051322,Glen Waverley - West
Mount Waverley Bowls Club,POINT (335037.0983925548 5806916.867597933),212051323,Mount Waverley - North
Mulgrave Tennis & Bowls Club,POINT (340482.4901513234 5801402.518001375),212051327,Wheelers Hill
Oakleigh Bowls Club,POINT (332007.5047291607 5804116.304345211),212051326,Oakleigh - Huntingdale
Waverley Park/ Netball Centre,POINT (341147.95296696236 5804430.80777821),212051327,Wheelers Hill
Gardiners Creek Reserve,POINT (332989.87194474204 5808318.26378811),212051319,Ashwood - Chadstone
Jack Edwards Reserve,POINT (332847.914612527 5802872.834585767),212051326,Oakleigh - Huntingdale
Recreation Reserve,POINT (330816.08728504373 5802872.439788256),208021180,Hughesdale
Wheelers Hill Secondary College,POINT (340001.79441624787 5802561.8210376175),212051327,Wheelers Hill
England Reserve,POINT (337273.012477963 5804190.862748667),212051322,Glen Waverley - West
Essex Heights Tennis Club,POINT (334942.0471885168 5807928.359560886),212051323,Mount Waverley - North
Glen Iris Recreation Club,POINT (334487.35622512933 5807022.136410521),212051323,Mount Waverley - North
Oakleigh Tennis Courts ,POINT (331573.23363887146 5803660.237170581),208021180,Hughesdale
Cross Keys Reserve,POINT (317604.8328407253 5820506.170760945),206031502,Essendon - East
Anytime Fitness Moonee Ponds,POINT (317098.6465162948 5818186.0608258145),206031116,Moonee Ponds
Ascot Vale Leisure Centre,POINT (316135.44513956225 5816618.084481375),206031113,Ascot Vale
BTB Martials Arts & Fitness Centre,POINT (312084.19937549264 5821677.705625638),210011534,Keilor East
Contours Express Niddrie,POINT (314324.78919333185 5821283.371065425),206031501,Essendon (West) - Aberfeldie
Contours Keilor East,POINT (311624.0139302687 5819971.970474673),210011534,Keilor East
Contours Moonee Ponds,POINT (317103.4385390325 5818005.980550759),206031116,Moonee Ponds
Curves Keilor East,POINT (312084.4244307565 5821667.829607034),210011534,Keilor East
East Keilor Leisure Centre,POINT (312388.9671572102 5821029.159725886),210011534,Keilor East
Fernwood Moonee Ponds,POINT (317567.2385142399 5816961.571948526),206031113,Ascot Vale
Fighting Lyons Taekwondo Health & Fitness Centre,POINT (315502.24759125366 5820635.2359481715),206031501,Essendon (West) - Aberfeldie
Fitness First Essendon,POINT (317270.7589556902 5820396.63325579),206031502,Essendon - East
Full Fitness Personal Training,POINT (316968.8391829235 5818114.0113861),206031116,Moonee Ponds
Paramount Health & Fitness Centre,POINT (316426.327950143 5817028.916230416),206031113,Ascot Vale
Re-Creation Health Club Essendon,POINT (315181.52708949486 5819211.633551132),206031501,Essendon (West) - Aberfeldie
Spark Fitness,POINT (315393.1630352828 5817634.757707842),206031116,Moonee Ponds
Windy Hill Fitness Centre,POINT (316641.8757121165 5819602.524852464),206031502,Essendon - East
Aberfeldie Athletic Track,POINT (315155.48018640524 5818451.435557121),206031501,Essendon (West) - Aberfeldie
Aberfeldie Park,POINT (315012.3777222902 5818339.9763875585),206031501,Essendon (West) - Aberfeldie
Boeing Reserve,POINT (314953.9221243435 5823679.151080055),210011231,Strathmore
Buckley Park,POINT (314676.34791884135 5820486.036634005),206031501,Essendon (West) - Aberfeldie
Canning Reserve,POINT (312453.8662502073 5817736.768682397),210011533,Avondale Heights
Clifton Park,POINT (314257.1220804838 5819164.867374266),206031501,Essendon (West) - Aberfeldie
Essendon Cricket Ground,POINT (316700.34477879026 5819664.776028857),206031502,Essendon - East
Etzel Reserve,POINT (312803.21977567987 5822896.10990743),210011226,Airport West
Lebanon Reserve,POINT (316808.016456897 5822372.960421278),210011231,Strathmore
Maribyrnong Park ,POINT (315392.4707219707 5818003.779890746),206031116,Moonee Ponds
Ormond Park,POINT (318148.1967436217 5817489.224077898),206031116,Moonee Ponds
Overland Reserve,POINT (311208.96162050485 5820476.297631428),210011534,Keilor East
Walter Street Reserve,POINT (315760.4849940493 5816898.359109967),206031113,Ascot Vale
Doutta Galla Ladies Badminton Club (Doutta Galla Youth Hall),POINT (315195.9588547255 5821076.347903905),206031501,Essendon (West) - Aberfeldie
Essendon Christ Church Badminton Club,POINT (316214.2299766985 5819121.713264504),206031502,Essendon - East
AJ Davis Reserve,POINT (312607.9318631593 5822105.96252442),210011226,Airport West
Debney Park,POINT (318373.0569162926 5815965.108102638),206031115,Flemington
Doyle Reserve (Avondale Heights Reserve),POINT (311381.2709951115 5818356.553617546),210011533,Avondale Heights
Fairbairn Park,POINT (314872.88758315635 5817174.102897512),206031113,Ascot Vale
Strathnaver Reserve,POINT (315744.67607182194 5823371.000242468),210011231,Strathmore
Doutta Galla Yoga Studio,POINT (317587.63318395836 5817079.150517095),206031113,Ascot Vale
Listen To Your Body - Moonee Ponds,POINT (316787.80624551827 5818213.347081202),206031116,Moonee Ponds
Natural Muscle,POINT (317522.4261131686 5817158.52865847),206031113,Ascot Vale
Riverside Golf and Tennis Centre,POINT (315142.7718626687 5816877.740893917),206031113,Ascot Vale
YMCA Moonee Valley,POINT (314769.8989419298 5820261.87614084),206031501,Essendon (West) - Aberfeldie
Essendon Hockey Centre,POINT (318221.1026739314 5816949.1670082575),206031113,Ascot Vale
PEGS Sports Field,POINT (312394.33340699493 5821537.327415201),210011534,Keilor East
Aberfeldie Bowls Club,POINT (315766.0323268684 5819037.985217428),206031502,Essendon - East
Buckley Park Bowls Club,POINT (314759.82340610557 5820541.536663644),206031501,Essendon (West) - Aberfeldie
Clifton Park Bowling Club,POINT (314362.2219576598 5819190.994842645),206031501,Essendon (West) - Aberfeldie
Doutta Galla Bowls Club,POINT (315272.0174718373 5821073.722582096),206031501,Essendon (West) - Aberfeldie
Essendon Bowls Club,POINT (316702.4082324423 5819572.008548516),206031502,Essendon - East
Maribyrnong Park Bowls Club,POINT (315304.13883710693 5818126.588516181),206031116,Moonee Ponds
Moonee Ponds Bowls Club,POINT (317098.0864660918 5818489.134933842),206031116,Moonee Ponds
Moonee Valley Bowls Club,POINT (318069.27677268046 5817603.05281932),206031116,Moonee Ponds
Strathmore Bowls Club,POINT (316741.06331031607 5821659.832927383),210011231,Strathmore
Niddrie Community Centre Netball Courts,POINT (313560.5883929193 5821834.563804418),210011226,Airport West
JH Allan Reserve,POINT (311234.60030386655 5820034.338791812),210011534,Keilor East
Quinn Grove Reserve,POINT (312497.25662194355 5820962.455336802),210011534,Keilor East
Indoor Soccer Headquarters,POINT (313936.57835413853 5823601.428720977),210011226,Airport West
Essendon Squash Courts,POINT (316508.6155411673 5818991.940710249),206031116,Moonee Ponds
Paul Saddler Swimland,POINT (313511.43185791885 5819969.485336358),210011230,Niddrie - Essendon West
Queens Park Swimming Pool,POINT (317241.17815330566 5818566.583554547),206031116,Moonee Ponds
Seymour's Pool,POINT (314604.4112015553 5820834.805289424),206031501,Essendon (West) - Aberfeldie
Max Johnstone Reserve,POINT (316655.41266500624 5821685.240031601),210011231,Strathmore
Mason's Lane Reserve ,POINT (274562.76560033625 5827770.2559746),213041353,Bacchus Marsh
Bacchus Marsh Civic Community Hub,POINT (272786.923807626 5829589.173288552),213041353,Bacchus Marsh
Darley Park,POINT (274317.3176043029 5829074.581100203),213041353,Bacchus Marsh
Maddingley Park,POINT (273820.48720745265 5825940.290219407),213041353,Bacchus Marsh
Bacchus Marsh Leisure Centre,POINT (273552.56635496486 5826112.862286697),213041353,Bacchus Marsh
Bacchus Marsh Club Grounds,POINT (271182.87928143924 5824457.276195606),213041353,Bacchus Marsh
Bacchus Marsh Golf Club,POINT (273410.91130204184 5831085.467850039),213041353,Bacchus Marsh
Bacchus Marsh West Golf Club,POINT (271471.5731482481 5825036.01219),213041353,Bacchus Marsh
Avenue Bowling club,POINT (274756.1257137783 5827008.128234083),213041353,Bacchus Marsh
Bacchus Marsh Bowling club,POINT (274345.3230920989 5826898.077127816),213041353,Bacchus Marsh
Bacchus Marsh Aquatic Centre,POINT (273727.0941220906 5826337.095679387),213041353,Bacchus Marsh
Powerplay Gym,POINT (321596.29952055996 5819073.591823878),206011495,Brunswick - North
Bell St Fitness,POINT (320790.61039996636 5820958.613236259),206011497,Coburg - East
Brunswick City Baths,POINT (320285.9153906123 5817671.8181678485),206011496,Brunswick - South
Coburg Leisure Centre,POINT (320958.8958144679 5820731.908984628),206011497,Coburg - East
Doherty's 24 Hour Gym Brunswick,POINT (320745.5690791063 5817190.581348175),206011496,Brunswick - South
Fawkner Leisure Centre,POINT (320929.0633153154 5825116.759193192),210031237,Fawkner
Fenix Fitness Clubs Coburg,POINT (320231.7164393879 5821809.718531553),210031236,Coburg North
Fitzys Gym,POINT (319024.64454280795 5818277.562538601),206011107,Brunswick West
Charles Mutton Reserve,POINT (321089.36513537273 5823992.19713336),210031237,Fawkner
